CMN_DF_000181_20150319_F000000DH	2670	2716
CMN_DF_000181_20150319_F000000DH	4282	4345
CMN_DF_000181_20150319_F000000DH	4873	4979
CMN_DF_000181_20150319_F000000DH	5733	5778
CMN_DF_000181_20150328_F000000CZ	522	740
CMN_DF_000181_20150328_F000000CZ	1978	2017
CMN_DF_000181_20150328_F000000CZ	2517	2570
CMN_DF_000181_20150328_F000000CZ	2844	2916
CMN_DF_000181_20150328_F000000CZ	3097	3211
CMN_DF_000181_20150328_F000000CZ	3479	3523
CMN_DF_000181_20150328_F000000CZ	4287	4330
CMN_DF_000181_20150328_F000000CZ	4944	5026
CMN_DF_000181_20150328_F000000CZ	5538	5619
CMN_DF_000181_20150328_F000000CZ	5854	5904
CMN_DF_000181_20150501_F000000C1	863	1223
CMN_DF_000181_20150507_F000000C0	794	840
CMN_DF_000181_20150507_F000000C0	1990	2079
CMN_DF_000181_20150507_F000000C0	2489	2546
CMN_DF_000181_20150507_F000000C0	3018	3103
CMN_DF_000181_20150507_F000000C0	3471	3673
CMN_DF_000181_20150507_F000000C0	4080	4183
CMN_DF_000181_20150507_F000000C0	4379	4431
CMN_DF_000181_20150507_F000000C0	4938	5024
CMN_DF_000181_20150507_F000000C0	5238	5304
CMN_DF_000181_20150507_F000000C0	5482	5522
CMN_DF_000191_00000000_F000000C5	617	797
CMN_DF_000191_00000000_F000000C5	909	975
CMN_DF_000191_20110418_F000000BV	3450	3513
CMN_DF_000191_20110418_F000000BV	4136	4665
CMN_DF_000191_20110418_F000000BV	5508	5645
CMN_DF_000191_20110418_F000000BV	6499	6713
CMN_DF_000191_20110418_F000000BV	7546	7601
CMN_DF_000191_20110418_F000000BV	9584	9720
CMN_DF_000191_20110418_F000000BV	10801	10852
CMN_DF_000191_20110418_F000000BV	12447	13271
CMN_DF_000191_20110418_F000000BV	14810	15089
CMN_DF_000191_20110418_F000000BV	15427	15505
CMN_DF_000191_20110418_F000000BV	15622	15849
CMN_DF_000191_20110418_F000000BV	16407	16574
CMN_DF_000191_20110418_F000000BV	17094	17340
CMN_DF_000191_20110418_F000000BV	17826	17896
CMN_DF_000191_20110418_F000000BV	18108	18209
CMN_DF_000191_20110418_F000000BV	18770	19005
CMN_DF_000191_20110418_F000000BV	19408	19523
CMN_DF_000191_20110418_F000000BV	19838	19991
CMN_DF_000191_20110418_F000000BV	20732	20793
CMN_DF_000191_20110418_F000000BV	21112	21247
CMN_DF_000191_20140821_F000000BY	1099	1214
CMN_DF_000191_20140821_F000000BY	2114	2172
CMN_DF_000191_20140821_F000000BY	2628	2706
CMN_DF_000191_20140821_F000000BY	3054	3142
CMN_DF_000191_20140821_F000000BY	3457	3525
CMN_DF_000191_20140821_F000000BY	4169	4293
CMN_DF_000191_20140821_F000000BY	4789	4966
CMN_DF_000191_20140930_F000000E9	1907	1947
CMN_DF_000191_20140930_F000000E9	3358	3374
CMN_DF_000191_20140930_F000000E9	4178	4460
CMN_DF_000191_20140930_F000000E9	6989	7126
CMN_DF_000191_20140930_F000000E9	7454	7505
CMN_DF_000191_20141005_F000000DP	2419	2523
CMN_DF_000191_20141005_F000000DP	2888	2954
CMN_DF_000191_20141005_F000000DP	6047	6111
CMN_DF_000191_20141020_F000000E3	2464	2552
CMN_DF_000191_20141020_F000000E3	3525	5051
CMN_DF_000191_20141020_F000000E3	6818	6915
CMN_DF_000191_20141020_F000000E3	8491	8587
CMN_DF_000191_20150120_F000000CH	490	585
CMN_DF_000191_20150120_F000000CH	1124	1179
CMN_DF_000191_20150120_F000000CH	1572	1814
CMN_DF_000191_20150120_F000000CH	2131	2171
CMN_DF_000191_20150120_F000000CH	2676	2864
CMN_DF_000191_20150120_F000000CH	3729	3791
CMN_DF_000191_20150120_F000000CH	4259	4343
CMN_DF_000191_20150120_F000000CH	4917	5013
CMN_DF_000191_20150120_F000000CH	5189	5255
CMN_DF_000191_20150120_F000000CH	5971	6073
CMN_DF_000191_20150120_F000000CH	6610	6664
CMN_DF_000191_20150120_F000000CH	7952	8137
CMN_DF_000191_20150120_F000000CH	8340	8397
CMN_DF_000191_20150120_F000000CH	8755	8837
CMN_DF_000191_20150120_F000000CH	9296	9371
CMN_DF_000191_20150120_F000000CH	9784	9828
CMN_DF_000191_20150120_F000000CH	10358	10429
CMN_DF_000191_20150120_F000000CH	10606	10675
CMN_DF_000191_20150120_F000000CH	10907	10961
CMN_DF_000191_20150316_F000000CR	3914	4175
CMN_DF_000191_20150316_F000000CR	4510	4558
CMN_DF_000191_20150316_F000000CR	5258	5320
CMN_DF_000191_20150318_F000000DJ	1104	1280
CMN_DF_000191_20150318_F000000DJ	3248	3328
CMN_DF_000191_20150318_F000000DJ	3422	3621
CMN_DF_000191_20150318_F000000DJ	4339	4416
CMN_DF_000191_20150318_F000000DJ	4803	4863
CMN_DF_000191_20150318_F000000DJ	5171	5219
CMN_DF_000191_20150318_F000000DJ	5947	6159
CMN_DF_000191_20150318_F000000DJ	6809	6856
CMN_DF_000191_20150318_F000000DJ	7141	7349
CMN_DF_000191_20150318_F000000DJ	8255	8318
CMN_DF_000191_20150318_F000000DJ	9486	9625
CMN_DF_000191_20150401_F000000DX	2171	2295
CMN_DF_000191_20150401_F000000DX	3225	3357
CMN_DF_000191_20150401_F000000DX	5234	5289
CMN_DF_000191_20150401_F000000DX	5466	5521
CMN_DF_000191_20150401_F000000DX	6595	6681
CMN_DF_000191_20150401_F000000DX	6919	7135
CMN_DF_000191_20150401_F000000DX	11358	11430
CMN_DF_000191_20150414_F000000DW	5097	5378
CMN_DF_000191_20150414_F000000EC	1712	1765
CMN_DF_000191_20150502_F000000E1	1363	1411
CMN_DF_000311_20150218_F000000DC	461	519
CMN_DF_000311_20150218_F000000DC	2222	2479
CMN_DF_000311_20150226_F000000D5	391	439
CMN_DF_000311_20150226_F000000D5	1084	1155
CMN_DF_000311_20150226_F000000D5	1360	1430
CMN_DF_000311_20150306_F000000CD	485	550
CMN_DF_000311_20150306_F000000CD	849	914
CMN_DF_000311_20150306_F000000CD	1523	1660
CMN_DF_000311_20150306_F000000CD	2265	2504
CMN_DF_000311_20150306_F000000CD	2634	2708
CMN_DF_000311_20150306_F000000CD	2954	3116
CMN_DF_000311_20150306_F000000CD	3995	4055
CMN_DF_000311_20150306_F000000CD	4767	4858
CMN_DF_000311_20150306_F000000CD	5076	5154
CMN_DF_000311_20150306_F000000CD	5299	5346
CMN_DF_000311_20150306_F000000CD	5435	5536
CMN_DF_000311_20150306_F000000CD	5777	5843
CMN_DF_000311_20150306_F000000CD	5954	6063
CMN_DF_000311_20150306_F000000CD	6373	6465
CMN_DF_000311_20150306_F000000CD	6622	6691
CMN_DF_000311_20150328_F000000CT	1249	1332
CMN_DF_000311_20150406_F000000CJ	1108	1178
CMN_DF_000311_20150406_F000000CJ	1285	1354
CMN_DF_000311_20150406_F000000CJ	1451	1814
CMN_DF_000311_20150406_F000000CJ	1908	1969
CMN_DF_000311_20150406_F000000CJ	2297	2343
CMN_DF_000311_20150406_F000000CJ	2430	2477
CMN_DF_000311_20150406_F000000CJ	2561	2607
CMN_DF_001297_20141206_F000000D2	1525	1593
CMN_DF_001297_20141206_F000000D2	1785	1862
CMN_DF_001297_20141206_F000000D2	3459	3511
CMN_DF_001297_20141206_F000000D2	3852	3925
CMN_DF_001299_20150413_F000000CK	961	1042
CMN_DF_001299_20150413_F000000CK	1436	1587
CMN_DF_001300_20140929_F000000DD	492	544
CMN_DF_001300_20140929_F000000DD	671	778
CMN_DF_001300_20140929_F000000DD	941	1047
CMN_DF_001300_20140929_F000000DD	1145	1201
CMN_DF_001300_20140929_F000000DD	1410	1472
CMN_DF_001300_20140929_F000000DD	2552	2609
CMN_DF_001301_20141022_F000000CV	2000	2061
ENG_DF_000170_20150322_F00000082	1113	1391
ENG_DF_000170_20150322_F00000082	2157	2410
ENG_DF_000170_20150322_F00000082	2923	3050
ENG_DF_000170_20150322_F00000082	3564	3664
ENG_DF_000170_20150327_F0000007J	1545	1608
ENG_DF_000183_20150318_F0000009G	273	1460
ENG_DF_000183_20150318_F0000009G	17074	17126
ENG_DF_000183_20150320_F0000009D	4600	4771
ENG_DF_000183_20150320_F0000009D	7943	8076
ENG_DF_000183_20150320_F0000009D	10195	10593
ENG_DF_000183_20150410_F0000009H	8731	8932
ENG_DF_000261_20150319_F00000084	1790	2350
ENG_DF_000261_20150319_F00000084	2576	2755
ENG_DF_000261_20150319_F00000084	3102	3420
ENG_DF_000261_20150319_F00000084	4029	4088
ENG_DF_000261_20150319_F00000084	4196	4275
ENG_DF_000261_20150319_F00000084	4567	4672
ENG_DF_000261_20150321_F00000081	1570	1840
ENG_DF_000261_20150321_F00000081	3322	4005
ENG_DF_000261_20150321_F00000081	4328	4622
ENG_DF_000261_20150321_F00000081	4767	4865
ENG_DF_000271_20150402_F00000092	1044	1189
ENG_DF_000271_20150402_F00000092	1302	1655
ENG_DF_000271_20150402_F00000092	2063	2138
ENG_DF_000271_20150402_F00000092	2630	3002
ENG_DF_000271_20150402_F00000092	3154	3268
ENG_DF_000271_20150402_F00000092	3387	3468
ENG_DF_000271_20150402_F00000092	4776	5242
ENG_DF_000271_20150402_F00000092	5675	6008
ENG_DF_000271_20150402_F00000092	6090	6422
ENG_DF_000271_20150402_F00000092	7480	7711
ENG_DF_000271_20150402_F00000092	7888	8206
ENG_DF_000271_20150402_F00000092	11484	11624
ENG_DF_000271_20150402_F00000092	12477	12583
ENG_DF_000324_20150324_F00000099	2311	2378
ENG_DF_000324_20150324_F00000099	2619	3792
ENG_DF_000324_20150324_F00000099	4212	4290
ENG_DF_000324_20150324_F00000099	4626	4747
ENG_DF_000324_20150324_F00000099	5777	6096
ENG_DF_000324_20150324_F00000099	6418	6515
ENG_DF_000324_20150324_F00000099	6801	7047
ENG_DF_000324_20150324_F00000099	7174	7458
ENG_DF_000324_20150324_F00000099	8059	8148
ENG_DF_000324_20150324_F00000099	9000	9171
ENG_DF_000324_20150324_F00000099	9863	10237
ENG_DF_000324_20150324_F00000099	10745	10850
ENG_DF_000324_20150407_F0000007A	3546	3798
ENG_DF_000324_20150407_F0000007A	4484	4936
ENG_DF_000324_20150407_F0000007A	5517	6301
ENG_DF_000324_20150407_F0000007A	13524	16241
ENG_DF_000324_20150407_F0000007A	22028	22656
ENG_DF_000324_20150407_F0000007A	24802	25181
ENG_DF_000324_20150407_F0000007A	25518	26515
ENG_DF_000324_20150407_F0000007A	28968	29740
ENG_DF_000349_20150303_F0000009A	2580	3686
ENG_DF_000349_20150303_F0000009A	4440	4941
ENG_DF_000349_20150303_F0000009A	7319	7500
ENG_DF_000349_20150303_F0000009A	7697	9822
ENG_DF_000349_20150303_F0000009A	10175	10335
ENG_DF_000349_20150303_F0000009A	12776	12835
ENG_DF_000349_20150303_F0000009A	12936	13408
ENG_DF_000349_20150303_F0000009A	13777	15794
ENG_DF_000349_20150303_F0000009A	16856	17360
ENG_DF_000349_20150303_F0000009A	17695	17808
ENG_DF_000349_20150303_F0000009A	17965	18151
ENG_DF_000349_20150303_F0000009A	18766	19069
ENG_DF_000349_20150303_F0000009A	19279	19420
ENG_DF_000349_20150303_F0000009A	19821	20537
ENG_DF_000349_20150303_F0000009A	21168	21516
ENG_DF_000349_20150303_F0000009A	22625	23266
ENG_DF_000349_20150303_F0000009A	23778	23906
ENG_DF_000349_20150303_F0000009A	24910	25347
ENG_DF_000349_20150303_F0000009A	26983	27176
ENG_DF_000349_20150303_F0000009A	27315	27676
ENG_DF_000349_20150303_F0000009A	28684	29081
ENG_DF_000349_20150303_F0000009A	29792	29972
ENG_DF_000349_20150303_F0000009A	30242	30595
ENG_DF_000349_20150303_F0000009A	30970	31192
ENG_DF_000349_20150303_F0000009A	32554	32823
ENG_DF_000349_20150303_F0000009A	33345	33526
ENG_DF_000349_20150303_F0000009A	33714	34091
ENG_DF_000349_20150303_F0000009A	34361	34512
ENG_DF_000349_20150303_F0000009A	34639	34987
ENG_DF_000349_20150303_F0000009A	35286	35556
ENG_DF_000349_20150303_F0000009A	35775	35945
ENG_DF_000349_20150303_F0000009A	36478	36611
ENG_DF_000349_20150303_F0000009A	36805	37131
ENG_DF_000362_20150405_F0000007L	1465	1598
ENG_DF_000362_20150405_F0000007L	3821	3961
ENG_DF_000362_20150405_F0000007L	5176	6218
ENG_DF_000362_20150405_F0000007L	6344	6436
ENG_DF_000362_20150405_F0000007L	6771	6924
ENG_DF_000379_20150402_F0000008K	737	1208
ENG_DF_000379_20150402_F0000008K	1928	2289
ENG_DF_000379_20150402_F0000008K	2553	2840
ENG_DF_000379_20150402_F0000008K	3364	3595
ENG_DF_000379_20150402_F0000008K	3735	3875
ENG_DF_000379_20150402_F0000008K	6782	7251
ENG_DF_000379_20150402_F0000008K	8049	8255
ENG_DF_000379_20150402_F0000008K	8992	9554
ENG_DF_000379_20150402_F0000008K	10781	10941
ENG_DF_000379_20150402_F0000008K	11919	12009
ENG_DF_001195_20150410_F00000076	2102	2263
ENG_DF_001195_20150410_F00000076	2358	2419
ENG_DF_001195_20150410_F00000076	2973	3094
ENG_DF_001195_20150410_F00000076	4399	4591
ENG_DF_001195_20150410_F00000076	6377	6563
ENG_DF_001195_20150410_F00000076	6739	6811
ENG_DF_001195_20150410_F00000076	7568	7707
ENG_DF_001195_20150410_F00000076	8019	8104
ENG_DF_001195_20150410_F00000076	8621	8838
ENG_DF_001195_20150410_F00000076	9668	9775
ENG_DF_001195_20150410_F00000076	9897	10147
ENG_DF_001195_20150410_F00000076	10445	10768
ENG_DF_001195_20150410_F00000076	11079	11162
ENG_DF_001195_20150410_F00000076	12346	12445
ENG_DF_001195_20150410_F00000076	12603	12687
ENG_DF_001195_20150410_F00000076	14312	14701
ENG_DF_001195_20150410_F00000076	15558	15798
ENG_DF_001195_20150410_F00000076	16544	16898
ENG_DF_001195_20150410_F00000076	17761	18019
ENG_DF_001195_20150410_F00000076	18038	18371
ENG_DF_001195_20150410_F00000076	18807	19077
ENG_DF_001195_20150410_F00000076	19286	19372
ENG_DF_001197_20150504_F0000007B	927	1320
ENG_DF_001197_20150504_F0000007B	1582	1801
ENG_DF_001197_20150504_F0000007B	2438	2827
ENG_DF_001197_20150504_F0000007B	4589	4706
ENG_DF_001197_20150504_F0000007B	4939	5478
ENG_DF_001197_20150504_F0000007B	6222	6401
ENG_DF_001197_20150504_F0000007B	7353	7550
ENG_DF_001200_20150311_F00000077	1855	1987
ENG_DF_001200_20150311_F00000077	2125	2358
ENG_DF_001200_20150311_F00000077	2538	2634
ENG_DF_001200_20150311_F00000077	3552	3855
ENG_DF_001200_20150311_F00000077	4213	4355
ENG_DF_001200_20150311_F00000077	4963	5158
ENG_DF_001200_20150311_F00000077	5675	6332
ENG_DF_001200_20150311_F00000077	7345	7803
ENG_DF_001200_20150311_F00000077	11378	11854
ENG_DF_001200_20150311_F00000077	13151	13665
ENG_DF_001200_20150311_F00000077	14437	14529
ENG_DF_001200_20150311_F00000077	14716	14861
ENG_DF_001200_20150311_F00000077	15005	15747
ENG_DF_001200_20150311_F00000077	16669	16792
ENG_DF_001200_20150311_F00000077	17170	17276
ENG_DF_001200_20150311_F00000077	17622	17891
ENG_DF_001200_20150311_F00000077	18744	19294
ENG_DF_001200_20150311_F00000077	21213	21352
ENG_DF_001200_20150311_F00000077	21673	21971
ENG_DF_001200_20150311_F00000077	22631	22962
ENG_DF_001200_20150311_F00000077	23941	24253
ENG_DF_001200_20150311_F00000077	24455	24602
ENG_DF_001200_20150311_F00000077	25915	26256
ENG_DF_001200_20150311_F00000077	27202	27459
ENG_DF_001200_20150311_F00000077	29746	29902
ENG_DF_001200_20150311_F00000077	31767	32304
ENG_DF_001200_20150311_F00000077	33160	33416
ENG_DF_001201_20150324_F00000079	4259	4311
ENG_DF_001201_20150324_F00000079	4588	4828
ENG_DF_001201_20150324_F00000079	9198	10028
ENG_DF_001201_20150324_F00000079	11894	12814
ENG_DF_001201_20150324_F00000079	13455	14330
ENG_DF_001201_20150324_F00000079	14734	14969
ENG_DF_001203_20150407_F0000007Y	1278	1408
ENG_DF_001203_20150407_F0000007Y	1827	1909
ENG_DF_001203_20150407_F0000007Y	2243	2425
ENG_DF_001203_20150407_F0000007Y	2950	3096
ENG_DF_001203_20150407_F0000007Y	3326	3499
ENG_DF_001203_20150407_F0000007Y	3840	4022
ENG_DF_001204_20150319_F0000008C	760	857
ENG_DF_001204_20150319_F0000008C	3507	4543
ENG_DF_001204_20150319_F0000008C	12363	12464
ENG_DF_001204_20150319_F0000008C	13005	13364
ENG_DF_001204_20150319_F0000008C	13908	14012
ENG_DF_001204_20150319_F0000008C	16060	16239
ENG_DF_001207_00000000_F00000089	4260	4362
ENG_DF_001207_00000000_F00000089	6635	6772
ENG_DF_001207_00000000_F00000089	7867	8023
ENG_DF_001207_00000000_F00000089	10330	10528
ENG_DF_001207_00000000_F00000089	11206	11353
ENG_DF_001207_00000000_F00000089	11513	11582
ENG_DF_001207_00000000_F00000089	11864	11941
ENG_DF_001207_00000000_F00000089	12246	12323
ENG_DF_001207_00000000_F00000089	12814	12984
ENG_DF_001207_00000000_F00000089	13594	13712
ENG_DF_001207_00000000_F00000089	15076	15174
ENG_DF_001207_00000000_F00000089	17765	17915
ENG_DF_001207_00000000_F00000089	20694	20816
ENG_DF_001208_20150407_F00000095	1602	1786
ENG_DF_001209_20150207_F0000007V	2235	2746
ENG_DF_001209_20150207_F0000007V	3089	3630
ENG_DF_001209_20150207_F0000007V	5460	5634
ENG_DF_001209_20150207_F0000007V	5883	6035
ENG_DF_001211_20150217_F0000008F	958	1042
ENG_DF_001211_20150217_F0000008F	1198	1242
ENG_DF_001211_20150217_F0000008F	1264	1362
ENG_DF_001211_20150217_F0000008F	1578	1774
ENG_DF_001211_20150217_F0000008F	2619	2713
ENG_DF_001211_20150217_F0000008F	3020	3075
ENG_DF_001211_20150225_F0000008M	521	798
ENG_DF_001211_20150225_F0000008M	978	1124
ENG_DF_001212_20150402_F00000090	677	805
ENG_DF_001212_20150402_F00000090	932	998
ENG_DF_001212_20150402_F00000090	2068	2160
ENG_DF_001212_20150402_F00000090	2641	2808
ENG_DF_001212_20150402_F00000090	3148	3292
ENG_DF_001212_20150402_F00000090	4037	4157
ENG_DF_001213_20150405_F0000007Z	2024	2126
ENG_DF_001213_20150405_F0000007Z	4617	5027
ENG_DF_001213_20150405_F0000007Z	6343	6610
ENG_DF_001213_20150405_F0000007Z	9687	10056
ENG_DF_001213_20150405_F0000007Z	12981	13071
ENG_DF_001213_20150405_F0000007Z	13397	13464
ENG_DF_001213_20150405_F0000007Z	14454	14550
ENG_DF_001213_20150405_F0000007Z	15633	15743
ENG_DF_001213_20150405_F0000007Z	15984	16252
ENG_DF_001213_20150405_F0000007Z	16609	16705
ENG_DF_001213_20150405_F0000007Z	17503	17617
ENG_DF_001213_20150405_F0000007Z	18318	18494
ENG_DF_001214_20150402_F0000007U	527	835
ENG_DF_001214_20150402_F0000007U	1066	1135
ENG_DF_001214_20150402_F0000007U	1875	2040
ENG_DF_001214_20150402_F0000007U	3166	3785
